Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Alex Zamm,234481,364350,129869
Mikael Salomon,162676,291698,129022
Javier Fesser,98410,227163,128753
Farren Blackburn,246730,374125,127395
Darnell Martin,192181,318679,126498
Takao Okawara,108753,234250,125497
Juan José Campanella,30234,152132,121898
Derek Tsang,211065,332325,121260
Václav Marhoul,71315,192425,121110
Ringo Lam,19245,140033,120788
Martin Zandvliet,618040,738350,120310
Eric Rochant,25319,145250,119931
Michael Damian,34551,153502,118951
Richard Martin,14704,133193,118489
David Mirkin,1334975,1453250,118275
Han-min Kim,209564,327675,118111
Tamara Jenkins,438281,555775,117494
Chris Koch,343200,460000,116800
Peter Strickland,234861,351522,116661
Frederik Du Chau,452875,569300,116425
Joko Anwar,53917,169060,115143
Roel Reiné,21089,135672,114583
Dylan Kidd,436952,551440,114488
Ken Sanzel,24143,138170,114027
Isaac Florentine,15205,128910,113705
Manuel Martín Cuenca,39569,153215,113646
Ryûsuke Hamaguchi,10606,124010,113404
Takashi Miike,74088,186102,112014
John Putch,5985,117712,111727
Alek Keshishian,257421,368400,110979
Steven C. Miller,119700,230550,110850
Géla Babluani,684980,795608,110628
Michael Cristofer,358270,468625,110355
Thomas Carter,469997,579820,109823
Dave Payne,9778,118449,108671
Ragnar Bragason,11959,120575,108616
David R. Ellis,572413,680750,108337
Don McKellar,226679,334530,107851
Luis Estrada,136392,244120,107728
Kore-eda Hirokazu,89689,196825,107136
Sandra Nettelbeck,172440,279412,106972
Albert Dupontel,64856,171525,106669
Amat Escalante,59540,165875,106335
George A. Romero,485350,591049,105699
Saverio Costanzo,35135,140196,105061
Gaby Dellal,69558,174425,104867
Brandon Slagle,28673,133534,104861
Carroll Ballard,222210,326786,104576
Daniel Calparsoro,14893,119175,104282
Thaddeus O'Sullivan,11282,115488,104206
Aki Kaurismäki,240464,342375,101911
Joseph Cedar,62400,163825,101425
Yi'nan Diao,96522,197600,101078
Charles T. Kanganis,6774,107719,100945
Todd Strauss-Schulson,1747761,1848625,100864
Adrian Garcia Bogliano,15661,116060,100399
Jonathan Newman,64729,164956,100227
Robert Benton,328750,428200,99450
Brian Baugh,118297,217575,99278
Philippa Lowthorpe,166463,264925,98462
Meghna Gulzar,668177,766627,98450
Xiaoshuai Wang,24270,122441,98171
Ciro Guerra,271035,369175,98140
Peter Mullan,338644,436574,97930
Yong-hwa Kim,131384,229175,97791
Bille August,87950,185275,97325
Gilles de Maistre,5771,102781,97010
David Blair,15713,112672,96959
Rebecca Zlotowski,59474,156425,96951
Ben Lewin,23357,120033,96676
Pablo Trapero,38665,134890,96225
Bob Rafelson,102990,199150,96160
Fouad Mikati,271575,367700,96125
Victor Salva,515925,611625,95700
Masayuki Kojima,25447,121083,95636
Sebastian Gutierrez,129980,225427,95447
Andrey Konchalovskiy,52683,148075,95392
John A. Davis,953700,1048725,95025
Jung Ji-woo,53325,148325,95000
Tommy O'Haver,357016,451536,94520
Paul Morrison,34238,127902,93664
Nikolay Lebedev,58266,151545,93279
Jirí Menzel,72482,164740,92258
Kang Je-kyu,141342,232372,91030
David Trueba,29410,119830,90420
Matt Eskandari,300042,390405,90363
Vincent Ward,642015,732307,90292
Finn Taylor,66613,156569,89956
Yuval Adler,93639,183275,89636
Timothy Woodward Jr.,29717,118165,88448
Tim Hunter,57646,146071,88425
Joe Begos,109530,197502,87972
Manny Coto,27630,114566,86936
Soon-rye Yim,5227,92084,86857
Ashley Avis,22697,109250,86553
Jalmari Helander,804700,889325,84625
Ella Lemhagen,49069,133611,84542
Hector Babenco,79065,163506,84441
Apichatpong Weerasethakul,43254,127360,84106
Elia Suleiman,55553,139625,84072
Gerardo Olivares,15968,98685,82717
Christian Sesma,21841,103893,82052
Christian Duguay,79731,161550,81819
Cody Calahan,64507,145703,81196
Zaida Bergroth,14392,95475,81083
Malik Bader,139111,219736,80625
Zak Hilditch,342742,422446,79704
Justine Triet,52454,131425,78971
Roger Spottiswoode,765225,844000,78775
Pierre Salvadori,22100,100425,78325
Tim Fywell,325891,403829,77938
Anton Megerdichev,82747,160495,77748
Agnès Merlet,38388,115504,77116
Nicholas McCarthy,634300,711400,77100
Zhangke Jia,68664,145021,76357
P. Vasu,5218,81186,75968
Jesper W. Nielsen,12681,87983,75302
Cédric Klapisch,56188,131189,75001
Claude Miller,22657,97650,74993
Malgorzata Szumowska,64137,139075,74938
Kim Farrant,231555,306400,74845
Michael Glawogger,23912,98426,74514
Lucile Hadzihalilovic,114669,189149,74480
Nils Gaup,74990,149045,74055
Shaun Paul Piccinino,95106,168995,73889
Roberto Benigni,288482,361225,72743
Alexandre Arcady,11062,83665,72603
Pantelis Voulgaris,59695,131737,72042
Anubhav Sinha,689319,760976,71657
Eric Bross,22254,93880,71626
Pieter Kuijpers,59624,131230,71606
Maria Ripoll,79828,151135,71307
Steven Soderbergh,256025,326100,70075
Tim Hill,516675,586718,70043
Roberto Santucci,39239,109265,70026
Michael Steiner,30592,100396,69804
James Cullen Bressack,31245,100944,69699
Jingming Guo,35288,104973,69685
Barbra Streisand,496000,565575,69575
John H. Lee,86312,155300,68988
Francis Veber,56900,125835,68935
Terence Davies,82557,151342,68785
Robby Henson,55561,123919,68358
Philippe Falardeau,103323,171500,68177
Azazel Jacobs,151976,220150,68174
Aleksandr Sokurov,12756,80657,67901
Gabriela Tagliavini,31464,99316,67852
Kim Sung-su,151875,219651,67776
Rintarô,229406,297143,67737
Victor Kossakovsky,5850,73475,67625
Bruno Barreto,29052,96549,67497
Mark Griffiths,16235,83320,67085
Julia von Heinz,23799,90625,66826
William Olsson,68341,135150,66809
Christian Vincent,25168,91530,66362
Tatsushi Ômori,9438,75253,65815
Fisher Stevens,714874,780665,65791
Gianfranco Rosi,19852,85218,65366
Catherine Corsini,16797,81970,65173
Dominique Deruddere,50404,115232,64828
Daniel Roby,78373,142975,64602
Luke Sparke,320649,384825,64176
Sooraj R. Barjatya,379964,443881,63917
Ned Benson,251365,315233,63868
Uli Edel,410775,473725,62950
Uwe Boll,44237,107107,62870
Martin Guigui,17772,80063,62291
Stephen Fung,34983,97197,62214
Alfredo Rodriguez de Villa,32688,94342,61654
Gary Sinyor,18557,80192,61635
Guy Maddin,44305,105195,60890
Max Winkler,124098,184650,60552
Sanaa Hamri,361875,422388,60513
Jon Garcia,54019,113948,59929
Barry Levinson,242588,302498,59910
Michael Corrente,93983,153817,59834
Claudia Myers,57884,117675,59791
Paul Gross,163191,222885,59694
Andrew Davis,2396150,2455575,59425
Andrzej Wajda,24358,83575,59217
Mark Joffe,55508,114635,59127
Anne K. Black,40455,99574,59119
Robert Towne,193719,252300,58581
Agnès Varda,42905,101358,58453
Keoni Waxman,10878,69120,58242
Oley Sassone,39991,97909,57918
Peter Flinth,14830,72631,57801
Mike Mendez,63076,119297,56221
Allan A. Goldstein,110425,165676,55251
Pascale Ferran,37057,92209,55152
Bobby Moresco,102564,157375,54811
John Murlowski,58880,113470,54590
Marc Evans,63862,118383,54521
Shinsuke Sato,57194,111400,54206
Will Gluck,1152975,1206825,53850
Dani Levy,11071,64892,53821
Hong Sang-soo,29037,82519,53482
Andrew Lau,8281,61650,53369
Soi Cheang,7844,61045,53201
Alex Ross Perry,123077,176005,52928
Per Fly,89816,142692,52876
Mads Brügger,83355,136175,52820
James Franco,37096,89300,52204
Robert Tinnell,10884,62359,51475
Marcelo Piñeyro,44773,95784,51011
János Szász,16772,67580,50808
Teona Strugar Mitevska,13574,63825,50251
Bobby Roth,4358,54216,49858
Daniel Monzón,64387,113436,49049
Ross Venokur,50003,98975,48972
Nick Vallelonga,5915,54835,48920
Morgan J. Freeman,40670,89493,48823
Martin Owen,136099,184780,48681
Brian A. Miller,62268,110725,48457
Jean-Luc Godard,30120,78308,48188
Sathyan Anthikad,32254,80191,47937
Maria Peters,49380,97209,47829
Xavier Beauvois,10426,57907,47481
Michele Placido,6195,53633,47438
Callie Khouri,524725,572050,47325
Charlie Kaufman,2463850,2511150,47300
Sam Pillsbury,105025,152178,47153
Barry Avrich,3555,50596,47041
Yoon Jong-bin,99729,146466,46737
Valérie Lemercier,38159,84875,46716
Arnaud Desplechin,18663,65250,46587
Wing-Cheong Law,18793,65344,46551
Nae Caranfil,42131,88570,46439
Clement Virgo,205202,251053,45851
Emmanuel Mouret,28815,74650,45835
Dolph Lundgren,56645,102256,45611
Clarence Fok,37352,82703,45351
Jackie Chan,568825,614125,45300
K.C. Bascombe,18305,63272,44967
Sion Sono,6031,50287,44256
Christopher Menaul,29032,73125,44093
Rob Hardy,17711,61472,43761
Vincent Garenq,42931,86281,43350
Jerzy Skolimowski,51326,94408,43082
Bertrand Blier,30147,73073,42926
Fred Olen Ray,29546,72229,42683
Eduardo Sánchez,227090,269700,42610
Brian Goodman,331350,373725,42375
Wai-Man Yip,6713,48728,42015
Jalil Lespert,34095,75965,41870
Guillaume Brac,14705,56531,41826
Chi Leung 'Jacob' Cheung,3881,45621,41740
Bertrand Bonello,50951,92460,41509
Jan Troell,31056,72435,41379
Irwin Winkler,240100,281475,41375
Wojciech Smarzowski,124954,166160,41206
Jayro Bustamante,97283,138263,40980
Claude Chabrol,20498,61028,40530
Tinto Brass,118125,158625,40500
Denys Arcand,64607,104294,39687
John Hillcoat,1047224,1086907,39683
Andrew C. Erin,23075,62505,39430
Cesc Gay,116708,155813,39105
Dae-woo Kim,22129,61075,38946
Ulrich Seidl,9417,48191,38774
Vinko Bresan,55676,94440,38764
Ozan Açiktan,182086,220821,38735
Pål Øie,112951,151426,38475
Mitsuo Hashimoto,187507,225547,38040
Charles Sturridge,88577,126366,37789
Sergey Loznitsa,10988,48289,37301
J.C. Chandor,3629350,3666200,36850
Jean-Paul Salomé,52736,89375,36639
Péter Bergendy,49526,86075,36549
Valeriy Todorovskiy,16912,53119,36207
John Eyres,22938,58940,36002
Sylvie Verheyde,19534,55400,35866
Mika Kaurismäki,19482,54673,35191
Min-ho Woo,65387,100425,35038
Gabriel Mascaro,26003,60955,34952
Ai Weiwei,596,35426,34830
William Nicholson,120675,155375,34700
Bertrand Tavernier,25494,60130,34636
Tung-Shing Yee,17389,51800,34411
Kim Jee-woon,132185,166225,34040
Sönke Wortmann,77944,111539,33595
Paul Michael Glaser,560650,594118,33468
Tibor Takács,56530,89793,33263
Nanni Moretti,167590,200806,33216
Margarethe von Trotta,11579,44705,33126
Gilles Bourdos,71581,104509,32928
Naomi Kawase,17028,49575,32547
Jessie Nelson,637713,670150,32437
Tim Blake Nelson,299448,331847,32399
Emmanuelle Bercot,15495,47225,31730
Keiichi Hara,14020,45572,31552
Paula van der Oest,26217,57767,31550
Karan Johar,1435825,1466716,30891
Ursula Meier,130490,161103,30613
Mario Martone,12827,43437,30610
Werner Herzog,28761,59359,30598
Harold Becker,688875,719275,30400
JK Youn,110771,141089,30318
Noémie Lvovsky,14217,44502,30285
David Lister,7026,36906,29880
Eric Khoo,26013,55883,29870
Cédric Jimenez,307700,337550,29850
Tosca Musk,32531,62222,29691
Scott Cooper,2371350,2400900,29550
Samuel Benchetrit,32090,61582,29492
Gavin Wilding,6187,35460,29273
Rafal Zielinski,7370,36606,29236
Gregory Hatanaka,45160,74305,29145
Carl Reiner,85191,114235,29044
Vadim Jean,10692,38805,28113
Rolfe Kanefsky,32395,60400,28005
Anne Fontaine,20771,48715,27944
Dagur Kári,215969,243900,27931
Jang Sun-woo,7447,35255,27808
Sean Olson,12952,40748,27796
Aleksey German Jr.,15879,43613,27734
Fernando Colomo,12732,40443,27711
Maïwenn,70869,98520,27651
Milan Luthria,166651,194292,27641
Yesim Ustaoglu,38285,65841,27556
Paul Dugdale,23006,50461,27455
Paul Solet,186239,213593,27354
K.S. Ravikumar,48715,75742,27027
Robert Greenwald,37710,64356,26646
Matt Tyrnauer,38341,64960,26619
Henrik Martin Dahlsbakken,31483,57728,26245
Andrew Fleming,342250,368440,26190
Hiner Saleem,24107,50234,26127
Renzo Martinelli,18923,45015,26092
Cathy Garcia-Sampana,9075,35011,25936
Ira Sachs,41586,67459,25873
Dan Ireland,83823,109650,25827
Shinobu Yaguchi,28337,54029,25692
Bill Plympton,29549,55240,25691
Rowan Woods,163792,189466,25674
Philippe Lioret,15892,41439,25547
Stéphane Brizé,29257,54541,25284
Hari,40906,66139,25233
Justin Lee,30314,55528,25214
Paolo Virzì,48247,73446,25199
Pepe Danquart,19579,44424,24845
Michael O. Sajbel,210952,235622,24670
Ryan White,36510,61128,24618
Lin Oeding,810850,835260,24410
Satoshi Kon,2413925,2438250,24325
Riccardo Milani,29542,53740,24198
Xavier Giannoli,22740,46700,23960
Benny Chan,24891,48800,23909
Andrzej Zulawski,28980,52660,23680
Michael Winnick,82567,106246,23679
Jeff Celentano,22102,45643,23541
Daniel Farrands,57479,80876,23397
Roy Hin Yeung Chow,42960,66235,23275
Michael Winterbottom,133448,156450,23002
Javier Ruiz Caldera,84980,107874,22894
Philippe Garrel,12799,35554,22755
Siu-Tung Ching,106415,129096,22681
Pedro Costa,34554,57215,22661
Danny Lerner,8155,30790,22635
Godfrey Ho,3652,26260,22608
Jan Verheyen,15933,38415,22482
Eran Riklis,27052,49465,22413
Philip Ridley,188046,210236,22190
Patricio Valladares,12451,34494,22043
Xiaogang Feng,32775,54555,21780
Kevin Macdonald,137885,159621,21736
Jesper Ganslandt,55890,77458,21568
P.J. Hogan,1045475,1067035,21560
Dalibor Matanic,27275,48559,21284
Birger Larsen,13784,35060,21276
Miwa Nishikawa,20176,41368,21192
Louis Malle,154508,175655,21147
Jacques Doillon,9547,30657,21110
Vitaliy Manskiy,1595,22196,20601
Charlie Steeds,12310,32844,20534
Larry Fessenden,72279,92618,20339
Kenji Kodama,58670,79003,20333
Randa Haines,137815,158122,20307
Roberto Andò,18118,38274,20156
Prabhu Deva,398658,418703,20045
Denis Côté,9913,29712,19799
Erik Matti,8166,27861,19695
Camille Delamarre,1104100,1123375,19275
Zalman King,47903,67050,19147
Pema Tseden,3665,22795,19130
Mark Malone,14641,33541,18900
Takahiro Miki,16553,35451,18898
Lech Majewski,28498,47355,18857
Wellson Chin,6127,24893,18766
Olivier Marchal,231454,250100,18646
Scott Ziehl,32615,51079,18464
Karim Dridi,5537,23967,18430
Carlos Carrera,6991,25386,18395
Gary Wang,22293,40675,18382
Danielle Arbid,9670,28025,18355
Herman Yau,9835,28152,18317
Manoel de Oliveira,17953,36207,18254
Richard Gabai,11045,29289,18244
Rob Diamond,5062,23131,18069
Anders Rønnow Klarlund,52507,70524,18017
Arto Halonen,1386,19292,17906
Clara Law,7726,25614,17888
Micheal Bafaro,13099,30972,17873
Rudolf van den Berg,23269,41125,17856
Uberto Pasolini,149893,167725,17832
Dariush Mehrjui,65256,82999,17743
John Mackenzie,41622,59350,17728
David Lam,1691,19405,17714
Atom Egoyan,91523,109169,17646
Albert Serra,14755,32386,17631
Álvaro Fernández Armero,17727,35192,17465
Stijn Coninx,53676,71040,17364
Patricio Guzmán,19844,37199,17355
Marion Vernoux,12679,29906,17227
Richard Gray,78735,95924,17189
Dante Lam,36713,53849,17136
Donald Farmer,5625,22694,17069
Daniele Luchetti,19111,36123,17012
Mitsutoshi Tanaka,28073,45010,16937
Jeff Renfroe,698232,715075,16843
Wolfgang Murnberger,51306,68091,16785
Frederick Wiseman,5054,21739,16685
Angela Schanelec,6136,22630,16494
Gracia Querejeta,17289,33524,16235
Ha Yoo,37540,53733,16193
Anca Damian,14842,30871,16029
Johnnie To,20493,36437,15944
Doug Campbell,13937,29662,15725
Ebrahim Hatamikia,55047,70611,15564
Ho Yim,8081,23564,15483
Romain Gavras,108394,123850,15456
Dmitriy Meskhiev,10861,26308,15447
Cristina Comencini,4348,19763,15415
John Shepphird,8813,24058,15245
Craig Clyde,6250,21360,15110
Paul McGuigan,253558,268575,15017
Pirjo Honkasalo,7628,22331,14703
Stanley Tucci,127128,141820,14692
Isaac Ezban,108733,123100,14367
Thom Fitzgerald,54849,69103,14254
Alessandro D'Alatri,7105,21194,14089
Victor Vu,8269,22137,13868
Ryûhei Kitamura,189189,202975,13786
Paul Lynch,17739,31039,13300
Tahmineh Milani,24248,37344,13096
Joachim Lafosse,25640,38686,13046
James Cox,356648,369600,12952
Yôji Yamada,5252,18166,12914
Kyu-dong Min,23361,36269,12908
Stefano Mordini,21622,34500,12878
Nicole Garcia,36366,49188,12822
Phillip J. Roth,20599,33324,12725
Hideo Jôjô,1656,14350,12694
Yoshihiro Nakamura,16898,29517,12619
Johan Nijenhuis,24400,36903,12503
James Merendino,9052,21458,12406
Joyce Bernal,1623,13956,12333
Francisco J. Lombardi,14935,27267,12332
Nawapol Thamrongrattanarit,41489,53818,12329
Nobuhiko Ôbayashi,3946,16130,12184
Claude Lelouch,21146,33140,11994
Francesca Archibugi,9986,21954,11968
Joseph Merhi,12151,24112,11961
Kôji Fukada,9972,21925,11953
Eric Barbier,35745,47692,11947
Kim Longinotto,3204,15113,11909
Marcus H. Rosenmüller,69775,81365,11590
Gerardo Herrero,7073,18617,11544
Kelvin Tong,19026,30509,11483
Mohsen Makhmalbaf,19948,31362,11414
Adrian Sitaru,19197,30590,11393
Nacho Vigalondo,1724150,1735275,11125
Gérard Jugnot,26462,37559,11097
Alexs Stadermann,47986,59075,11089
Carlo Mazzacurati,7300,18100,10800
Nick Willing,74840,85537,10697
Christian Schwochow,19078,29761,10683
Jean-Pierre Améris,14021,24654,10633
Roberto Faenza,20753,31377,10624
Eric Styles,35086,45514,10428
Akihiko Shiota,16874,27082,10208
Jaime Rosales,21122,31273,10151
David Winning,7483,17565,10082
Amos Kollek,11098,20947,9849
Mark Atkins,20823,30529,9706
Yam Laranas,26840,36537,9697
Ted Nicolaou,12030,21639,9609
Wolfgang Groos,18162,27693,9531
Ron Oliver,16360,25865,9505
Pupi Avati,5478,14977,9499
Ethan Hawke,64329,73825,9496
Kim Dae-seung,41987,51368,9381
Daming Chen,894,10275,9381
Austin Chick,94761,104069,9308
Gerardo Naranjo,68246,77437,9191
Rikiya Imaizumi,3880,13049,9169
Dustin Rikert,9346,18513,9167
Yuan Zhang,16282,25443,9161
Jag Mundhra,17512,26630,9118
Robert Young,54183,63269,9086
Alan Roberts,31052,40125,9073
Masud Kimiai,8377,17385,9008
Oskar Roehler,14415,23257,8842
Aleksey Uchitel,26232,35039,8807
Márta Mészáros,5495,14256,8761
Lucas Belvaux,13782,22510,8728
Ann Hui,13743,22466,8723
Robert Lieberman,140125,148820,8695
Ching-Po Wong,31944,40517,8573
Philippe Harel,26096,34639,8543
Manuel Gómez Pereira,18646,27154,8508
John Bradshaw,8619,17031,8412
Kôji Wakamatsu,2241,10466,8225
Yûichirô Hirakawa,8694,16895,8201
Rabi Kinagi,2757,10884,8127
Guillaume Nicloux,17334,25438,8104
Serge Rodnunsky,1267,9325,8058
Simon Rumley,91404,99397,7993
J. Christian Ingvordsen,4273,12191,7918
Marc S. Grenier,11655,19571,7916
Jack Ersgard,13309,21223,7914
Pavel Ruminov,15615,23526,7911
Andreas Dresen,28606,36439,7833
Takahisa Zeze,2771,10567,7796
David Worth,13733,21528,7795
Joshiy,15540,23287,7747
Raymond Depardon,5008,12663,7655
Mark Lamprell,20939,28510,7571
Reza Mirkarimi,24857,32387,7530
Rithy Panh,5608,13098,7490
Im Sang-soo,31193,38516,7323
István Szabó,34035,41345,7310
Robert M. Young,26354,33640,7286
George Mihalka,9499,16592,7093
Sergio Martino,4804,11754,6950
Rocky Soraya,25443,32387,6944
Gary Jones,76589,83400,6811
Simon Verhoeven,218999,225693,6694
Detlev Buck,33809,40390,6581
Maryo J. de los Reyes,491,6807,6316
Brillante Mendoza,10474,16790,6316
Rodney McDonald,14922,21203,6281
Julia Hart,189961,196066,6105
Hideyuki Hirayama,3418,9437,6019
Jun Lana,2972,8989,6017
Juanma Bajo Ulloa,26625,32566,5941
Fereydoun Jeyrani,14268,19875,5607
Lorenzo Doumani,5729,11256,5527
Masato Harada,14529,20001,5472
Adilkhan Yerzhanov,3624,9048,5424
Hanung Bramantyo,6170,11588,5418
Dee McLachlan,12757,18117,5360
Marco Mak,4533,9871,5338
Tom Shell,7857,12970,5113
Tomas Villum Jensen,40291,45372,5081
Kamal,9316,14339,5023
Brent Huff,9050,13942,4892
Kôta Yoshida,2954,7730,4776
Alexandros Avranas,281011,285779,4768
Caroline Link,81995,86694,4699
Jayaraj,4389,8965,4576
Annette K. Olesen,25359,29893,4534
John Asher,45539,50065,4526
Ryûichi Hiroki,8784,13309,4525
Jean-Claude Brisseau,14343,18866,4523
Stéphane Robelin,73571,77925,4354
Man-Kei Chin,11149,15492,4343
Brett Kelly,7259,11573,4314
Preston A. Whitmore II,171268,175378,4110
Eric Weston,7751,11856,4105
Charlie Minn,3280,7299,4019
Hajime Hashimoto,3338,7242,3904
Jason Paul Laxamana,3143,6924,3781
Sergio Rubini,6894,10646,3752
Eric Gibson,2654,6361,3707
Cãlin Peter Netzer,57006,60700,3694
Gary Graver,5735,9412,3677
Paul Thomas,1645,5306,3661
Errol Morris,65641,69298,3657
James Dearden,148975,152621,3646
Lav Diaz,6023,9658,3635
Chuan Lu,82890,86516,3626
David Giancola,27770,31336,3566
Dorota Kedzierzawska,11141,14662,3521
Yûya Ishii,6670,10127,3457
Mae Czarina Cruz,9262,12676,3414
João Botelho,3925,7318,3393
Diane Kurys,14483,17838,3355
David A. Prior,8229,11546,3317
Christopher Forbes,4928,8078,3150
Todd Verow,6976,10123,3147
Nicolas Vanier,36335,39403,3068
Chito S. Roño,1786,4828,3042
José Celestino Campusano,2736,5658,2922
Yossi Wein,6247,9165,2918
John Lyde,22132,25033,2901
Amos Gitai,1574,4466,2892
Ole Christian Madsen,33522,36363,2841
Valeria Bruni Tedeschi,21097,23839,2742
Brian Brough,37300,39993,2693
Andy Sidaris,36740,39424,2684
Richard Pepin,15513,18184,2671
Ryan Combs,22181,24796,2615
Daniel Burman,21544,24093,2549
Giovanni Veronesi,16706,19242,2536
Rúnar Rúnarsson,39318,41778,2460
John Quinn,3621,5935,2314
Jannik Hastrup,4328,6581,2253
Joey Travolta,6203,8434,2231
Michael Feifer,15286,17485,2199
Katsuyuki Motohiro,21311,23491,2180
Wenn V. Deramas,2647,4699,2052
Joel Lamangan,1035,3085,2050
Alex Wright,14962,17004,2042
Lisa Langseth,117068,119075,2007
Rashid Masharawi,7168,9107,1939
José Luis Guerín,26856,28780,1924
Derek Chiu,1769,3616,1847
Richard Friedman,8935,10758,1823
Kurt Voss,14195,15986,1791
Alessandro Genovesi,29318,31107,1789
Sam Irvin,10248,11978,1730
Vivian Naefe,12447,14137,1690
Janez Lapajne,2925,4430,1505
Semih Kaplanoglu,76424,77848,1424
Rudolf Havlik,9948,11350,1402
Francesca Comencini,7730,9054,1324
Richard Hobert,11481,12762,1281
Rosa von Praunheim,3268,4521,1253
Philip Gardiner,567,1796,1229
Marco Risi,16887,18114,1227
Kelley Cauthen,6175,7338,1163
Michael Oblowitz,41687,42848,1161
Jaroslav Soukup,4402,5543,1141
Claire Simon,2649,3746,1097
Paul Cox,7964,8991,1027
Carl Bessai,32876,33877,1001
Philippe de Broca,39004,39990,986
Theodoros Angelopoulos,83142,84120,978
Teddy Page,1558,2507,949
Otar Iosseliani,9896,10826,930
Naoto Kumazawa,36613,37535,922
Paul Leder,1446,2342,896
Ralph E. Portillo,3975,4867,892
Kenneth Branagh,760675,761550,875
Michael Fredianelli,1086,1922,836
Juan Pablo Buscarini,20915,21746,831
Danny J. Boyle,7924,8750,826
Kin-Nam Cho,5844,6670,826
Fabien Onteniente,22446,23256,810
Tony Y. Reyes,734,1543,809
Junji Sakamoto,2790,3580,790
Sam Firstenberg,27678,28445,767
Jose Javier Reyes,843,1602,759
Bruno Podalydès,23199,23899,700
Larry Rosen,1458,2133,675
Krzysztof Zanussi,8441,9015,574
Isabel Coixet,83372,83936,564
Eric Lavaine,28474,29035,561
Kira Muratova,11044,11571,527
João Pedro Rodrigues,81118,81640,522
Evgeny Afineevsky,215874,216383,509
R. Ellis Frazier,20248,20737,489
Brian Grant,25435,25869,434
Rene Perez,7510,7930,420
Stephen Shimek,22302,22713,411
Rasmus A. Sivertsen,19389,19718,329
Ben Verbong,11175,11503,328
Giuseppe Piccioni,12517,12812,295
Bakhtyar Khudojnazarov,19608,19901,293
James Snider,3774,4052,278
Tomás Svoboda,2715,2975,260
Aktan Arym Kubat,9114,9341,227
Bruce McDonald,42927,43108,181
Leon Ding,5088,5256,168
Stephen Kijak,29803,29955,152
Graeme Duane,577,683,106
Chantal Akerman,23892,23950,58
Damián Romay,10668,10717,49
Montazur Rahman Akbar,329,359,30
Simon Kinberg,5149525,5149525,0
Emerald Fennell,5322675,5322675,0
Chris Renaud,5450425,5450425,0
Chris Sanders,1415400,1415400,0
Florian Zeller,4864150,4864150,0
Michael Gracey,7818250,7818250,0
Joachim Rønning,2983050,2983050,0
Peter Farrelly,14405725,14405725,0
Steven S. DeKnight,3194125,3194125,0
Josh Cooley,7038100,7038100,0
Lee Unkrich,22370225,22370225,0
Joel Crawford,1332425,1332425,0
Peter Ramsey,4826750,4826750,0
Stanley Kubrick,9412550,9412550,0
Peter Sohn,3196525,3196525,0
Chris Butler,721625,721625,0
Bradley Cooper,10529075,10529075,0
Michael Chaves,1447725,1447725,0
Chris Miller,4825650,4825650,0
Rachel Lee Goldenberg,184008,184008,0
Jorge R. Gutiérrez,1956175,1956175,0
Lars Klevberg,1052031,1052031,0
Rich Moore,11496225,11496225,0
John Lasseter,26793350,26793350,0
Jeff Fowler,4010950,4010950,0
Nicholas Meyer,1171436,1171436,0
Steve Martino,1248025,1248025,0
Chris Addison,1648175,1648175,0
Gary Shore,5201775,5201775,0
Robert Stromberg,10027425,10027425,0
Christian Rivers,3536825,3536825,0
Brian Fee,3075675,3075675,0
Damjan Kozole,15693,15670,-23
Hisayasu Satô,2022,1999,-23
Dito Tsintsadze,10677,10647,-30
Rodney Gibbons,11079,11038,-41
Art Camacho,10961,10907,-54
Peter Masterson,23963,23891,-72
David Jacobson,269012,268846,-166
Siu-Hung Chung,2466,2263,-203
Bryan Goeres,14576,14284,-292
Emanuele Crialese,94572,94277,-295
Andy Goddard,151646,151325,-321
Sammy Myller,800,443,-357
Edward Holzman,6307,5946,-361
Nicolas Philibert,6046,5674,-372
Menahem Golan,9146,8759,-387
Garin Nugroho,6396,6006,-390
Laurent Tuel,37897,37505,-392
Vladimír Michálek,17101,16523,-578
Pasquale Fanetti,2822,2243,-579
David Bickerstaff,1934,1351,-583
Ute von Münchow-Pohl,14200,13575,-625
Adolfo Alix Jr.,1695,1059,-636
Kôbun Shizuno,30232,29573,-659
Tsutomu Shibayama,17585,16923,-662
Karin Albou,22211,21525,-686
Heddy Honigmann,3528,2841,-687
Carlo Vanzina,16802,16107,-695
Gabriel Aghion,34279,33575,-704
Rizal Mantovani,9375,8499,-876
Alex Winter,75413,74435,-978
Chuen-Yee Cha,2709,1691,-1018
Pauli Janhunen Calderón,2483,1451,-1032
Robert Lee,11692,10632,-1060
Pearry Reginald Teo,56015,54834,-1181
Eiichirô Hasumi,19943,18728,-1215
Nanouk Leopold,25267,23997,-1270
Ali Samadi Ahadi,9869,8596,-1273
Jordan Hill,4183,2877,-1306
Eric Hendershot,8788,7457,-1331
Antonio Hernández,25716,24353,-1363
Diego Lerman,17676,16285,-1391
Wai-Man Cheng,3373,1966,-1407
John Hay,77631,76172,-1459
Dustin Ferguson,3633,2170,-1463
Robert Guédiguian,31988,30510,-1478
Tetsuo Shinohara,5245,3728,-1517
Arturo Ripstein,7979,6321,-1658
Yasuo Furuhata,10022,8354,-1668
Bill Zebub,5424,3712,-1712
Toshiya Shinohara,54705,52899,-1806
Cédric Kahn,35098,33234,-1864
M.L. Pundhevanop Dhewakul,13452,11523,-1929
